2400.000000
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	55
62	650
63	1676
64	511
65	102
66	90
67	99
68	81
69	103
70	97
71	137
72	162
73	217
74	169
75	227
76	225
77	293
78	245
79	241
80	220
81	208
82	216
83	203
84	196
85	179
86	191
87	193
88	180
89	170
90	193
91	205
92	177
93	186
94	196
95	179
96	221
97	174
98	174
99	183
100	192
101	169
102	183
103	199
104	184
105	177
106	165
107	154
108	173
109	190
110	161
111	204
112	195
113	165
114	168
115	163
116	146
117	196
118	205
119	198
120	202
121	179
122	182
123	180
124	194
125	162
126	180
127	169
128	168
129	186
130	163
131	186
132	198
133	188
134	191
135	182
136	198
137	196
138	202
139	182
140	194
141	177
142	161
143	178
144	160
145	171
146	175
147	187
148	170
149	174
150	182
151	183
152	172
153	157
154	211
155	158
156	172
157	182
158	170
159	171
160	185
161	168
162	183
163	168
164	183
165	190
166	171
167	160
168	159
169	176
170	190
171	165
172	177
173	188
174	181
175	176
176	192
177	171
178	200
179	182
180	174
181	176
182	179
183	186
184	182
185	170
186	179
187	159
188	187
189	177
190	177
191	185
192	190
193	166
194	172
195	172
196	190
197	181
198	193
199	179
200	154
201	170
202	176
203	191
204	175
205	163
206	185
207	169
208	205
209	168
210	176
211	151
212	182
213	182
214	147
215	169
216	174
217	184
218	178
219	177
220	175
221	178
222	180
223	189
224	169
225	155
226	187
227	164
228	178
229	168
230	180
231	179
232	162
233	192
234	181
235	155
236	162
237	177
238	179
239	177
240	190
241	175
242	187
243	162
244	174
245	158
246	156
247	165
248	178
249	171
250	150
251	170
252	160
253	191
254	178
255	170
256	192
257	174
258	173
259	180
260	169
261	162
262	168
263	166
264	158
265	186
266	173
267	196
268	163
269	178
270	156
271	185
272	185
273	151
274	154
275	196
276	164
277	162
278	160
279	156
