MCA_ch Resolution MCA_ch_error Resolution_error
1443.8406336164498 3.247862689133657 3.247862689133657 0.0062678152941349225
1678.7904927668656 3.3207004910499425 3.3207004910499425 0.017063513559529123
1816.9046228917612 3.392458289286461 3.392458289286461 0.012719549330221295
3534.074515685902 3.979597895527447 3.979597895527447 0.011414300194993983
4408.3252138335865 4.248327732720129 4.248327732720129 0.013716082625309484
4626.752822652523 4.5319447457135045 4.5319447457135045 0.06264423896041198
4761.297152873599 4.393078590124179 4.393078590124179 0.0391793985879765
5216.530249603513 4.489040954740688 4.489040954740688 0.017859701172829142
9827.794331245204 5.6832065646773815 5.6832065646773815 0.04694828617356001
15855.681739558497 7.055450136852239 7.055450136852239 0.021179234686474892
