MCA_ch Residual MCA_ch_error Residual_error
1445.4902784711526 -0.012753623707027373 3.127374035616529 0.024103276980170243
1680.6629447449984 -0.02529055302005645 3.2714243413030686 0.03058478357974296
1818.907387795461 0.020175058151039593 3.3556468500001024 0.025632430190956682
3538.008533291233 0.0034913500346647197 3.8875997488498997 0.01904610540700541
4413.2732972324475 -0.011222696826166612 4.133174614582622 0.021648621336671853
4632.072727835357 -0.10191111078563608 4.201373124862091 0.027936791977465434
4766.635907017288 0.13636735179795778 4.294653915510437 0.09213888738615188
5222.390766341186 0.02470631769654119 4.364825111792142 0.028825510663107155
9838.87072542777 0.0042187729059151025 5.567648584510243 0.043147713400011174
15873.623125045237 -0.03687821759922372 7.0046001656275605 0.0781356983282907
