MCA_ch Residual MCA_ch_error Residual_error
1444.5997276443848 -0.021002548888304773 3.274892451517888 0.0250246809502337
1679.6685183923069 -0.02246584345999736 3.3758263804614796 0.03126665120405537
1817.7967669470977 0.02042421083035606 3.439921542310612 0.026410384143511684
3535.6690415480643 0.007312717690638237 4.022432936307003 0.019738778121515112
4410.246443069345 -0.01574899540730712 4.281634924703296 0.022222836211318497
4628.970395061654 -0.09264702619657328 4.1878367646503225 0.028386569863857215
4763.441674196702 0.1466180275235729 4.370316507594301 0.09227731466255333
5218.7704624894 0.01937871268160052 4.527974109069745 0.02928670482064329
9831.908734558381 0.0016167900259915768 5.6968919368551925 0.044223996667734106
15862.271811190863 -0.03937854104424332 7.114001488204359 0.08022511944297225
