MCA_ch Residual MCA_ch_error Residual_error
489.3148543890231 -0.0924799291905316 2.8667867840989 0.018729277831941643
738.4808088708099 -0.029300860755583358 2.8183429899620265 0.017829502032693307
1451.5109065444926 0.014127705264257884 3.1290575133092284 0.015806171303822766
1488.5586906769663 0.022358586344267906 3.118537543608664 0.015601825100279106
1681.9896074880692 0.03297562786508479 3.351454362326795 0.015228360121192759
1687.6538756657253 -0.010418186739229895 3.2657450329882307 0.02504985101883278
1826.5586521722496 0.04280786712911322 3.5721887797069067 0.019025875286354042
1843.3003520509835 0.02346715968371882 3.2770774379736136 0.014761485722049758
2095.910655183982 0.01137383431228045 3.502403428308312 0.014271515665942305
2167.411613893197 -0.0050922031987283845 3.5250131429998413 0.014235631003931472
2337.274216982406 0.00863712133474337 3.4794059672955338 0.014147302013344847
3553.0532569954603 -0.0069159061038135405 4.038488189768091 0.013516914128693599
4432.283114391075 -0.0022979448779096856 3.968999540755341 0.017744297003408967
4651.972136115483 -0.1044707038171282 4.916428291158167 0.025096033759720672
4746.755778033592 -0.018731549185304175 4.386283856733132 0.015499418045382
4787.562054599163 0.20544854838180981 3.735129251396292 0.0913248003752102
5244.73769379691 -0.00038392768817629985 4.6724814087998805 0.0261142799237137
5286.591247961944 0.013556066217006446 4.982212291975227 0.017386444319378115
5876.164695683604 -0.02564979779526766 4.463100913989254 0.02608539697226554
6618.978378705837 -0.028401570988989988 5.165027028014138 0.03232803543134464
6778.80443376205 -0.029082360881147906 5.027213552684593 0.022646785880995758
8583.68870204893 -0.03583833350739951 5.604871606597524 0.030107347299842137
9881.358591562746 0.0012313621937209973 4.77504921830012 0.03720403013334474
15942.027568338435 0.013079395994282095 6.831649607290697 0.0654464134937213
