MCA_ch Resolution MCA_ch_error Resolution_error
489.3148543890231 2.8667867840989 2.8667867840989 0.0559085645376873
738.4808088708099 2.8183429899620265 2.8183429899620265 0.0218716530090409
1451.5109065444926 3.1290575133092284 3.1290575133092284 0.0241450812779112
1488.5586906769663 3.118537543608664 3.118537543608664 0.0548869397037485
1681.9896074880692 3.351454362326795 3.351454362326795 0.1674994183374746
1687.6538756657253 3.2657450329882307 3.2657450329882307 0.1730382407378725
1826.5586521722496 3.5721887797069067 3.5721887797069067 0.1238900654278681
1843.3003520509835 3.2770774379736136 3.2770774379736136 0.0444419703329922
2095.910655183982 3.502403428308312 3.502403428308312 0.0337353432032842
2167.411613893197 3.5250131429998413 3.5250131429998413 0.0457049222267761
2337.274216982406 3.4794059672955338 3.4794059672955338 0.0552052294819103
3553.0532569954603 4.038488189768091 4.038488189768091 0.0572712971826293
4432.283114391075 3.968999540755341 3.968999540755341 0.1390626847724249
4651.972136115483 4.916428291158167 4.916428291158167 0.7414416393791919
4746.755778033592 4.386283856733132 4.386283856733132 0.0781402530846619
4787.562054599163 3.735129251396292 3.735129251396292 0.2342411622494068
5244.73769379691 4.6724814087998805 4.6724814087998805 0.1303733021134044
5286.591247961944 4.982212291975227 4.982212291975227 0.1669488236803406
5876.164695683604 4.463100913989254 4.463100913989254 0.0941011165049477
6618.978378705837 5.165027028014138 5.165027028014138 0.1141137150739003
6778.80443376205 5.027213552684593 5.027213552684593 0.1087283107895557
8583.68870204893 5.604871606597524 5.604871606597524 0.0697758771953418
9881.358591562746 4.77504921830012 4.77504921830012 0.2771824995314649
15942.027568338435 6.831649607290697 6.831649607290697 0.0678936667785534
