5025
1	16383
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	21
66	441
67	4491
68	12287
69	8381
70	3495
71	2532
72	2177
73	1959
74	2006
75	2010
76	1918
77	1974
78	1942
79	2133
80	2070
81	2085
82	2144
83	2237
84	2286
85	2209
86	2315
87	2311
88	2233
89	2320
90	2294
91	2319
92	2355
93	2292
94	2362
95	2312
96	2281
97	2276
98	2338
99	2331
100	2283
101	2274
102	2347
103	2230
104	2303
105	2235
106	2228
107	2252
108	2250
109	2268
110	2258
111	2198
112	2234
113	2217
114	2176
115	2165
116	2215
117	2099
118	2114
119	2164
120	2135
121	2216
122	2149
123	2230
124	2128
125	2148
126	2168
127	2132
128	2175
129	2078
130	2115
131	2096
132	2171
133	2087
134	2131
135	2180
136	2109
137	2096
138	2053
139	2123
140	2035
141	2133
142	2066
143	2090
144	2151
145	2052
146	2076
147	2154
148	2064
149	2018
150	2006
151	2049
152	1993
153	2011
154	2033
155	2083
156	2025
157	2001
158	2056
159	2102
160	2005
161	2074
162	2080
163	2004
164	2018
165	2085
166	2035
167	2067
168	2057
169	2150
170	2053
171	2104
172	1968
173	1988
174	2021
175	2040
176	2036
177	1998
178	1969
179	1940
180	2018
181	1973
182	1957
183	2021
184	2038
185	2140
186	2037
187	1946
188	1963
189	2121
190	1972
191	1965
192	2041
193	2024
194	2065
195	1974
196	1998
197	2088
198	2066
199	2020
200	1988
201	1966
202	2031
203	2065
204	2014
205	2037
206	1996
207	2009
208	1991
209	2019
210	1985
211	1946
212	2037
213	1979
214	1972
215	1990
216	2021
217	1968
218	2022
219	1906
220	2008
221	2050
222	1992
223	2061
224	1979
225	1994
226	2008
227	2031
228	1951
229	2030
230	1940
231	2032
232	1990
233	1923
234	1936
235	1924
236	1938
237	1981
238	2014
239	2041
240	2005
241	2020
242	1946
243	1929
244	1908
245	1988
246	1863
247	1947
248	1928
249	1883
250	1987
251	1949
252	1920
253	1922
254	1977
255	1882
256	2003
257	1864
258	1906
259	1990
260	1910
261	1933
262	1897
263	1916
264	1939
265	1902
266	1911
267	1950
268	1954
269	1896
270	1926
271	1912
272	1967
273	1904
274	1916
275	1804
276	1935
277	1848
278	1873
279	1880
280	1914
281	1895
282	1831
283	1899
284	1891
285	1899
286	1933
287	1848
288	1955
289	1798
290	1856
291	1905
292	1921
293	1929
294	1883
295	1862
296	1817
297	1888
298	1989
299	1803
300	1847
301	1830
302	1888
303	1873
304	1845
305	1884
306	1910
307	1834
308	1905
309	1870
310	1783
311	1753
312	1866
313	1933
314	1868
315	1872
316	1850
317	1817
318	1788
319	1786
320	1765
321	1798
322	1859
323	1820
324	1864
325	1839
326	1798
327	1858
328	1820
329	1844
330	1867
331	1932
332	1783
333	1868
334	1827
335	1820
336	1825
337	1821
338	1877
339	1788
340	1881
341	1922
342	1846
343	1858
344	1846
345	1859
346	1871
347	1832
348	1943
349	1835
350	1891
351	1841
352	1876
353	1901
354	1896
355	1919
356	1866
357	1850
358	1847
359	1874
360	1810
361	1838
362	1919
363	1879
364	1870
365	1861
366	1885
367	1841
368	1923
369	1884
370	1927
371	1884
372	1928
373	1970
374	1895
375	1974
376	1903
377	1894
378	1935
379	1989
380	1920
381	1896
382	1962
383	1976
384	1984
385	1983
386	1971
387	1977
388	1968
389	2049
390	2064
391	2036
392	2044
393	1996
394	1974
395	2157
396	2078
397	2101
398	2071
399	2072
400	2120
401	2165
402	2075
403	2129
404	2183
405	2167
406	2162
407	2183
408	2257
409	2225
410	2317
411	2199
412	2211
413	2362
414	2297
415	2346
416	2431
417	2408
418	2462
419	2465
420	2555
421	2647
422	2728
423	2806
424	2865
425	2901
426	2892
427	3020
428	3079
429	3302
430	3514
431	3906
432	4374
433	4943
434	5445
435	6077
436	6396
437	6433
438	6337
439	5782
440	5299
441	4852
442	4592
443	4558
444	4863
445	5444
446	6202
447	7231
448	7916
449	8529
450	8807
451	8353
452	7731
453	6909
454	5799
455	4822
456	4065
457	3453
458	2957
459	2675
460	2523
461	2338
462	2336
463	2302
464	2366
465	2244
466	2262
467	2172
468	2216
469	2225
470	2247
471	2267
472	2333
473	2338
474	2310
475	2398
476	2316
477	2286
478	2239
479	2253
480	2330
481	2342
482	2425
483	2491
484	2460
485	2644
486	2587
487	2881
488	2969
489	3020
490	3254
491	3297
492	3417
493	3480
494	3412
495	3460
496	3279
497	3217
498	3058
499	3052
500	3124
501	3208
502	3377
503	3829
504	4238
505	4724
506	5162
507	5601
508	6064
509	6004
510	5808
511	5511
512	5069
513	4518
514	4072
515	3605
516	3287
517	3138
518	3031
519	3072
520	3097
521	3305
522	3221
523	3652
524	3553
525	3483
526	3406
527	3243
528	3066
529	2944
530	2845
531	2726
532	2580
533	2497
534	2494
535	2418
536	2436
537	2374
538	2320
539	2390
540	2349
541	2390
542	2377
543	2397
544	2452
545	2392
546	2329
547	2467
548	2454
549	2513
550	2413
551	2407
552	2513
553	2509
554	2515
555	2541
556	2445
557	2565
558	2563
559	2562
560	2532
561	2557
562	2516
563	2544
564	2590
565	2601
566	2567
567	2650
568	2625
569	2662
570	2533
571	2560
572	2596
573	2650
574	2591
575	2662
576	2607
577	2648
578	2646
579	2680
580	2701
581	2662
582	2700
583	2629
584	2719
585	2812
586	2751
587	2725
588	2757
589	2773
590	2790
591	2802
592	2826
593	2850
594	2966
595	2770
596	2871
597	2836
598	2903
599	2865
600	2793
601	2944
602	2944
603	2773
604	2943
605	3004
606	2964
607	2941
608	2933
609	2922
610	2970
611	2937
612	3022
613	3018
614	3070
615	2960
616	3011
617	3053
618	3053
619	2998
620	3124
621	3046
622	3092
623	3129
624	3232
625	3097
626	3061
627	3276
628	3218
629	3118
630	3234
631	3217
632	3113
633	3053
634	3211
635	3321
636	3298
637	3268
638	3373
639	3234
640	3235
641	3373
642	3344
643	3326
644	3301
645	3188
646	3369
647	3279
648	3380
649	3302
650	3501
651	3345
652	3476
653	3380
654	3388
655	3416
656	3444
657	3436
658	3515
659	3330
660	3410
661	3514
662	3366
663	3530
664	3546
665	3573
666	3635
667	3640
668	3824
669	4100
670	4173
671	4250
672	4314
673	4073
674	4000
675	3993
676	3757
677	3699
678	3501
679	3496
680	3402
681	3484
682	3334
683	3301
684	3381
685	3277
686	3377
687	3300
688	3427
689	3378
690	3429
691	3391
692	3364
693	3355
694	3384
695	3440
696	3438
697	3351
698	3442
699	3550
700	3536
701	3613
702	3561
703	3569
704	3531
705	3502
706	3464
707	3515
708	3641
709	3560
710	3713
711	3686
712	3701
713	3683
714	3820
715	3826
716	3747
717	3810
718	3861
719	3946
720	3803
721	4105
722	3871
723	3878
724	3964
725	4055
726	4171
727	4258
728	4073
729	4220
730	4237
731	4252
732	4285
733	4328
734	4403
735	4342
736	4332
737	4195
738	4408
739	4436
740	4387
741	4433
742	4596
743	4477
744	4620
745	4402
746	4473
747	4564
748	4327
749	4574
750	4587
751	4530
752	4561
753	4497
754	4488
755	4587
756	4701
757	4675
758	4433
759	4608
760	4634
761	4553
762	4537
763	4607
764	4654
765	4699
766	4720
767	4720
768	4628
769	4663
770	4652
771	4583
772	4459
773	4507
774	4383
775	4544
776	4420
777	4479
778	4347
779	4446
780	4247
781	4204
782	4300
783	4228
784	4374
785	4280
786	4223
787	4287
788	4207
789	4235
790	4201
791	4167
792	4292
793	4262
794	4112
795	4134
796	4190
797	4071
798	4162
799	4072
800	4009
801	4088
802	3954
803	4131
804	4005
805	3980
806	3959
807	3963
808	3981
809	3996
810	4000
811	3986
812	4039
813	3919
814	4002
815	3923
816	3939
817	3923
818	3884
819	3843
820	3910
821	3844
822	3759
823	3787
824	3687
825	3787
826	3865
827	3670
828	3816
829	3704
830	3694
831	3716
832	3791
833	3740
834	3700
835	3708
836	3765
837	3702
838	3635
839	3632
840	3596
841	3614
842	3653
843	3564
844	3566
845	3557
846	3602
847	3623
848	3570
849	3585
850	3553
851	3486
852	3541
853	3508
854	3360
855	3504
856	3537
857	3509
858	3459
859	3480
860	3425
861	3480
862	3417
863	3465
864	3317
865	3426
866	3509
867	3498
868	3476
869	3339
870	3420
871	3401
872	3315
873	3410
874	3457
875	3528
876	3361
877	3421
878	3306
879	3358
880	3310
881	3470
882	3302
883	3360
884	3360
885	3301
886	3354
887	3305
888	3293
889	3327
890	3294
891	3260
892	3314
893	3379
894	3353
895	3293
896	3305
897	3295
898	3291
899	3266
900	3367
901	3319
902	3338
903	3197
904	3197
905	3262
906	3288
907	3167
908	3309
909	3301
910	3239
911	3302
912	3278
913	3169
914	3216
915	3213
916	3262
917	3255
918	3230
919	3171
920	3267
921	3175
922	3199
923	3290
924	3303
925	3231
926	3222
927	3205
928	3344
929	3192
930	3235
931	3088
932	3138
933	3175
934	3321
935	3248
936	3182
937	3170
938	3209
939	3288
940	3240
941	3194
942	3314
943	3214
944	3113
945	3234
946	3253
947	3176
948	3144
949	3106
950	3124
951	3260
952	3276
953	3241
954	3142
955	3174
956	3277
957	3176
958	3234
959	3264
960	3214
961	3201
962	3241
963	3237
964	3270
965	3236
966	3361
967	3414
968	3484
969	3430
970	3447
971	3440
972	3356
973	3339
974	3340
975	3334
976	3290
977	3254
978	3246
979	3187
980	3174
981	3203
982	3173
983	3317
984	3303
985	3218
986	3312
987	3208
988	3300
989	3200
990	3297
991	3401
992	3257
993	3280
994	3181
995	3232
996	3267
997	3190
998	3274
999	3341
1000	3299
1001	3289
1002	3343
1003	3291
1004	3288
1005	3386
1006	3269
1007	3401
1008	3265
1009	3358
1010	3325
1011	3305
1012	3290
1013	3380
1014	3415
1015	3396
1016	3418
1017	3424
1018	3434
1019	3348
1020	3392
1021	3446
1022	3383
1023	3471
1024	3534
1025	3570
1026	3486
1027	3545
1028	3647
1029	3601
1030	3530
1031	3637
1032	3660
1033	3654
1034	3588
1035	3628
1036	3549
1037	3592
1038	3561
1039	3592
1040	3549
1041	3637
1042	3670
1043	3630
1044	3558
1045	3521
1046	3789
1047	3590
1048	3683
1049	3735
1050	3650
1051	3750
1052	3774
1053	3625
1054	3500
1055	3660
1056	3798
1057	3774
1058	3718
1059	3782
1060	3713
1061	3812
1062	3707
1063	3783
1064	3739
1065	3794
1066	3750
1067	3780
1068	3814
1069	3790
1070	3773
1071	3897
1072	3763
1073	3779
1074	3781
1075	3698
1076	3804
1077	3780
1078	3872
1079	3889
1080	3881
1081	3810
1082	4003
1083	3886
1084	3867
1085	3899
1086	3914
1087	3827
1088	3875
1089	3995
1090	3904
1091	3857
1092	3892
1093	3910
1094	3885
1095	3812
1096	3928
1097	3821
1098	3886
1099	4030
1100	3835
1101	3772
1102	3885
1103	3885
1104	3834
1105	3833
1106	3781
1107	3905
1108	3858
1109	3890
1110	3970
1111	3889
1112	3870
1113	3844
1114	3932
1115	3987
1116	3868
1117	3860
1118	3797
1119	3959
1120	3925
1121	3817
1122	4003
1123	3926
1124	3932
1125	3955
1126	3893
1127	3838
1128	3730
1129	3942
1130	3836
1131	3958
1132	3891
1133	3922
1134	3806
1135	3932
1136	3836
1137	3825
1138	3916
1139	3855
1140	3949
1141	3799
1142	3818
1143	3894
1144	3947
1145	3887
1146	3950
1147	3967
1148	3991
1149	3864
1150	3885
1151	3881
1152	3834
1153	3927
1154	3842
1155	3845
1156	3867
1157	3767
1158	3798
1159	3810
1160	3896
1161	3908
1162	3870
1163	3936
1164	3851
1165	3869
1166	3700
1167	3829
1168	3866
1169	3868
1170	3813
1171	3751
1172	3897
1173	3782
1174	3905
1175	3750
1176	3815
1177	3864
1178	3763
1179	3762
1180	3749
1181	3769
1182	3854
1183	3783
1184	3719
1185	3711
1186	3809
1187	3738
1188	3782
1189	3850
1190	3770
1191	3650
1192	3725
1193	3724
1194	3705
1195	3739
